name,price,href,chipset,memory,core_clock,boost_clock,color,length
EVGA KO GAMING,475,https://pcpartpicker.com/product/rTpmP6/evga-geforce-rtx-2060-6-gb-ko-gaming-video-card-06g-p4-2066-kr,GeForce RTX 2060,6,1365,1680,Gray / Black,202
AMD 100-438370,,https://pcpartpicker.com/product/m8Tp99/amd-radeon-rx-6800-xt-16-gb-video-card-100-438370,Radeon RX 6800 XT,16,1825,2250,Black / Silver,267
ASRock Taichi X OC,789,https://pcpartpicker.com/product/hyJmP6/asrock-radeon-rx-6800-xt-16-gb-taichi-x-oc-video-card-rx6800xt-tcx-16go,Radeon RX 6800 XT,16,1825,,Black,330
MSI GAMING X,349.97,https://pcpartpicker.com/product/Z8WfrH/msi-geforce-gtx-1650-4-gb-gaming-x-video-card-geforce-gtx-1650-gaming-x-4g,GeForce GTX 1650 G5,4,1485,1860,Black,245
Gigabyte WINDFORCE 2X,,https://pcpartpicker.com/product/HfMwrH/gigabyte-geforce-rtx-2070-8-gb-windforce-2x-video-card-gv-n2070wf2-8gd,GeForce RTX 2070,8,1410,1620,Black,265
XFX RX-79XMBABF9,,https://pcpartpicker.com/product/LqYmP6/xfx-rx-79xmbabf9-radeon-rx-7900-xtx-24-gb-video-card-rx-79xmbabf9,Radeon RX 7900 XTX,24,2300,2500,Black,287
PNY T-Series,149.99,https://pcpartpicker.com/product/Z6wypg/pny-t400-4gb-4-gb-t-series-video-card-vcnt4004gb-pb,T400 4GB,4,420,1425,Black / Gray,156
PowerColor Red Devil Limited Edition,,https://pcpartpicker.com/product/M2qPxr/powercolor-red-devil-limited-edition-radeon-rx-7900-xtx-24-gb-video-card-rx7900xtx-24g-eoclimited,Radeon RX 7900 XTX,24,2300,2565,Black,338
Sapphire PULSE,334.2,https://pcpartpicker.com/product/cKhKHx/sapphire-radeon-rx-vega-56-2gb-pulse-video-card-11276-02-40g,Radeon RX VEGA 56,8,1208,1512,Black / Red,282
Asus Turbo,579,https://pcpartpicker.com/product/ymrcCJ/asus-geforce-gtx-1080-8gb-video-card-turbo-gtx1080-8g,GeForce GTX 1080,8,1607,1733,Black / Silver,267
Zotac MINI,,https://pcpartpicker.com/product/nX98TW/zotac-geforce-gtx-1070-ti-8gb-mini-video-card-zt-p10710g-10p,GeForce GTX 1070 Ti,8,1607,1683,,211
Gigabyte GAMING OC PRO,999.99,https://pcpartpicker.com/product/2LhmP6/gigabyte-geforce-rtx-3060-ti-8-gb-gaming-oc-pro-video-card-gv-n306tgamingoc-pro-8gd,GeForce RTX 3060 Ti,8,1410,1770,Black / Silver,286
PowerColor Low Profile,159,https://pcpartpicker.com/product/gNwypg/powercolor-radeon-rx-6400-4-gb-low-profile-video-card-axrx-6400-lp-4gbd6-dh,Radeon RX 6400,4,1923,,Black / Silver,155
EVGA 02G-P4-6333-KR,114.99,https://pcpartpicker.com/product/YDRFf7/evga-geforce-gt-1030-2gb-sc-low-profile-video-card-02g-p4-6333-kr,GeForce GT 1030,2,1290,1544,Black,145
MSI GeForce GTX 1630 VENTUS XS 4G OC,160,https://pcpartpicker.com/product/VxBG3C/msi-geforce-gtx-1630-4-gb-ventus-xs-oc-video-card-gtx-1630-ventus-xs-4g-oc,GeForce GTX 1630,4,1740,,Silver / Black,178
PowerColor Red Devil Ultimate,1499.99,https://pcpartpicker.com/product/pRgFf7/powercolor-radeon-rx-6900-xt-16-gb-red-devil-ultimate-video-card-axrx-6900xtu-16gbd6-3dheoc,Radeon RX 6900 XT,16,1825,2425,Black,320
EVGA FTW3 ULTRA GAMING,1289,https://pcpartpicker.com/product/NpbCmG/evga-geforce-rtx-2080-super-8-gb-ftw3-ultra-gaming-video-card-08g-p4-3287-kr,GeForce RTX 2080 SUPER,8,1650,1845,Transparent / Black,302
MSI GT OC,299,https://pcpartpicker.com/product/4Np323/msi-geforce-gtx-1060-3gb-3gb-oc-video-card-geforce-gtx-1060-3gt-oc,GeForce GTX 1060 3GB,3,1544,1759,Black / White,243
Gigabyte OC,299,https://pcpartpicker.com/product/d8jNnQ/gigabyte-radeon-rx-5500-xt-4-gb-oc-video-card-gv-r55xtoc-4gd,Radeon RX 5500 XT,4,1647,1845,Black / Gray,225
Asus DirectCU II,269,https://pcpartpicker.com/product/MqGkcf/asus-video-card-gtx760dc2oc2gd5,GeForce GTX 760,2,1006,,Black / Red,218
NVIDIA 900120052500000,,https://pcpartpicker.com/product/JsqdnQ/nvidia-video-card-900120052500000,GeForce GTX 770,2,1046,1085,Black / Silver,267
Zotac AMP Extreme,,https://pcpartpicker.com/product/DZmxFT/zotac-geforce-gtx-1080-ti-11gb-amp-extreme-video-card-zt-p10810c-10p,GeForce GTX 1080 Ti,11,1645,1759,Black / Yellow,325
Gigabyte EAGLE OC,,https://pcpartpicker.com/product/GK7G3C/gigabyte-geforce-rtx-3070-ti-8-gb-eagle-oc-video-card-gv-n307teagle-oc-8gd,GeForce RTX 3070 Ti,8,1575,1800,Black,283
Asus STRIX LC GAMING OC,929.99,https://pcpartpicker.com/product/TtmFf7/asus-strix-lc-gaming-oc-radeon-rx-6900-xt-16-gb-video-card-rog-strix-lc-rx6900xt-o16g-gaming,Radeon RX 6900 XT,16,1950,2365,Black / Gray,277
MSI DUKE,399,https://pcpartpicker.com/product/Yfs8TW/msi-geforce-gtx-1070-ti-8gb-duke-video-card-gtx-1070-ti-duke-8g,GeForce GTX 1070 Ti,8,1607,1683,Black,312
Gigabyte AORUS XTREME WATERFORCE,,https://pcpartpicker.com/product/QnWzK8/gigabyte-aorus-xtreme-waterforce-geforce-rtx-4080-16-gb-video-card-gv-n4080aorusx-w-16gd,GeForce RTX 4080,16,2205,2565,Black,236
Asus DUAL MINI OC V2,,https://pcpartpicker.com/product/gB92FT/asus-geforce-rtx-3060-ti-lhr-8-gb-dual-mini-oc-v2-video-card-dual-rtx3060ti-o8g-mini-v2,GeForce RTX 3060 Ti LHR,8,1410,1710,Black,200
PowerColor Red Dragon,,https://pcpartpicker.com/product/v7snTW/powercolor-radeon-rx-5600-xt-6-gb-red-dragon-video-card-axrx-5600xt-6gbd6-3dhroc,Radeon RX 5600 XT,6,1247,1620,Black / Silver,240
Gigabyte GAMING,,https://pcpartpicker.com/product/LkmFf7/gigabyte-geforce-gtx-1660-super-6-gb-gaming-video-card-gv-n166sgaming-6gd,GeForce GTX 1660 SUPER,6,1530,1785,Black,280
Palit Dual OC,,https://pcpartpicker.com/product/F7Hqqs/palit-dual-oc-geforce-rtx-4070-super-12-gb-video-card-ned407ss19k9-1043d,GeForce RTX 4070 SUPER,12,1980,2550,Black,269
Zotac GAMING Twin Edge OC Spider-Man: Across the Spider-Verse,799,https://pcpartpicker.com/product/dsLdnQ/zotac-gaming-twin-edge-oc-spider-man-across-the-spider-verse-geforce-rtx-4070-12-gb-video-card-zt-d40700h-10smp,GeForce RTX 4070,12,1920,2490,Black / Gray,226
PNY VCQRTX6000-PB,2339,https://pcpartpicker.com/product/sLNv6h/pny-quadro-rtx-6000-24-gb-video-card-vcqrtx6000-pb,Quadro RTX 6000,24,1440,1770,Black / Silver,267
KFA2 EX (1-Click OC),,https://pcpartpicker.com/product/8DzXsY/kfa2-ex-1-click-oc-geforce-rtx-4060-8-gb-video-card-46nsl8md8nwk,GeForce RTX 4060,8,1830,2580,White,251
Gigabyte WINDFORCE OC,,https://pcpartpicker.com/product/Z8fhP6/gigabyte-geforce-gtx-1660-ti-6-gb-windforce-oc-video-card-gv-n166twf2oc-6gd,GeForce GTX 1660 Ti,6,1500,1845,Black / Gray,265
Colorful iGame Neptune OC-V,,https://pcpartpicker.com/product/8LcgXL/colorful-igame-neptune-oc-v-geforce-rtx-4090-24-gb-video-card-igame-geforce-rtx-4090-neptune-oc-v,GeForce RTX 4090,24,2235,2640,Silver,254
XFX Speedster QICK 319 BLACK,978.53,https://pcpartpicker.com/product/6yfnTW/xfx-radeon-rx-6800-16-gb-speedster-qick-319-black-video-card-rx-68xlalbd9,Radeon RX 6800,16,1850,2190,Black,340
Gigabyte EAGLE OC,,https://pcpartpicker.com/product/D47p99/gigabyte-geforce-rtx-3090-24-gb-eagle-oc-video-card-gv-n3090eagle-oc-24gd,GeForce RTX 3090,24,1395,1725,Black,320
GALAX EX Gamer (1-Click OC),,https://pcpartpicker.com/product/dZDQzy/galax-ex-gamer-1-click-oc-geforce-rtx-4070-ti-super-16-gb-video-card-47uzm6md9bup,GeForce RTX 4070 Ti SUPER,16,2340,2655,Black,323
MSI GT 1030 2GD4 LP OC,137.99,https://pcpartpicker.com/product/8hvbt6/msi-geforce-gt-1030-ddr4-2gb-video-card-gt-1030-2gd4-lp-oc,GeForce GT 1030 DDR4,2,1189,1430,Black,150
Gigabyte AORUS,899,https://pcpartpicker.com/product/YcRgXL/gigabyte-radeon-rx-5700-xt-8-gb-aorus-video-card-gv-r57xtaorus-8gd,Radeon RX 5700 XT,8,1770,2010,Black,290
Gigabyte GAMING OC,1699.99,https://pcpartpicker.com/product/YfvdnQ/gigabyte-radeon-rx-6900-xt-16-gb-gaming-oc-video-card-gv-r69xtgamingoc16gd,Radeon RX 6900 XT,16,1825,2285,Black / Silver,286
EVGA Black,799.9,https://pcpartpicker.com/product/jVQG3C/evga-geforce-rtx-2080-8-gb-black-video-card-08g-p4-2081-kr,GeForce RTX 2080,8,1515,1710,Clear / Black,269
Palit GameRock,,https://pcpartpicker.com/product/m9stt6/palit-gamerock-geforce-rtx-4080-16-gb-video-card-ned4080019t2-1030g,GeForce RTX 4080,16,2205,2505,Black,329
NVIDIA 900-5G172-2580-000,,https://pcpartpicker.com/product/zswmP6/nvidia-900-5g172-2580-000-rtx-a1000-8-gb-video-card-900-5g172-2580-000,RTX A1000,8,727,1462,Black,163
GALAX EX White,,https://pcpartpicker.com/product/7288TW/galax-ex-white-geforce-rtx-4060-ti-8-gb-video-card-46isl8md8bwe,GeForce RTX 4060 Ti,8,2310,2655,White,251
XFX RAW II,,https://pcpartpicker.com/product/68MTwP/xfx-radeon-rx-5700-xt-8-gb-raw-ii-video-card-rx-57xt8off6,Radeon RX 5700 XT,8,1605,1905,Black,278
MSI RTX 4090 GAMING X TRIO CLASSIC 24G,,https://pcpartpicker.com/product/hjcgXL/msi-rtx-4090-gaming-x-trio-classic-24g-geforce-rtx-4090-24-gb-video-card-rtx-4090-gaming-x-trio-classic-24g,GeForce RTX 4090,24,2235,2610,Black,337
Inno3D iChill X3,,https://pcpartpicker.com/product/ZVyH99/inno3d-ichill-x3-geforce-rtx-4070-ti-super-16-gb-video-card-c407ts3-166xx-186148h,GeForce RTX 4070 Ti SUPER,16,2340,2670,Black,334
EVGA FTW3 ULTRA GAMING,1029,https://pcpartpicker.com/product/rqsnTW/evga-geforce-rtx-2070-super-8-gb-ftw3-ultra-gaming-video-card-08g-p4-3277-kr,GeForce RTX 2070 SUPER,8,1605,1815,Transparent,302
MSI VENTUS 3X,1189.99,https://pcpartpicker.com/product/R9stt6/msi-ventus-3x-geforce-rtx-4080-16-gb-video-card-rtx-4080-16gb-ventus-3x,GeForce RTX 4080,16,2205,2520,Black,322
Asus ROG STRIX GAMING,1539,https://pcpartpicker.com/product/8cQcCJ/asus-rog-strix-gaming-geforce-rtx-4080-16-gb-video-card-rog-strix-rtx4080-16g-white,GeForce RTX 4080,16,2205,2535,White,358
MSI AERO,599,https://pcpartpicker.com/product/k9zZxr/msi-geforce-gtx-1080-ti-11gb-aero-oc-video-card-gtx-1080-ti-aero-11g-oc,GeForce GTX 1080 Ti,11,1506,1620,Black / Green,269
Sapphire PULSE,,https://pcpartpicker.com/product/gTPgXL/sapphire-radeon-rx-5500-xt-8-gb-pulse-video-card-11295-01-20g,Radeon RX 5500 XT,8,1607,1845,Black,233
Asus LP BRK OC,199.99,https://pcpartpicker.com/product/FR88TW/asus-lp-brk-oc-geforce-rtx-3050-6gb-6-gb-video-card-rtx3050-o6g-lp-brk,GeForce RTX 3050 6GB,6,1040,1537,Black,182
Gigabyte AORUS MASTER,1899,https://pcpartpicker.com/product/QC2bt6/gigabyte-radeon-rx-6800-xt-16-gb-aorus-master-video-card-gv-r68xtaorus-m-16gd,Radeon RX 6800 XT,16,1825,2310,Black,324
Gigabyte AORUS ELITE,520.96,https://pcpartpicker.com/product/9QQcCJ/gigabyte-radeon-rx-6750-xt-12-gb-aorus-elite-video-card-gv-r675xtaorus-e-12gd,Radeon RX 6750 XT,12,2150,2623,Black / Gray,296
Asus TUF GAMING OC,799.99,https://pcpartpicker.com/product/MTXYcf/asus-geforce-rtx-3060-ti-8-gb-tuf-gaming-oc-video-card-tuf-rtx3060ti-o8g-gaming,GeForce RTX 3060 Ti,8,1410,1785,Black,301
PowerColor Red Devil Limited Edition OC,,https://pcpartpicker.com/product/j9n9TW/powercolor-red-devil-limited-edition-oc-radeon-rx-7800-xt-16-gb-video-card-rx-7800-xt-16g-eoclimited,Radeon RX 7800 XT,16,1295,2565,Black,332
ASRock Radeon RX 7900 XT 20GB,,https://pcpartpicker.com/product/Xhstt6/asrock-radeon-rx-7900-xt-20gb-radeon-rx-7900-xt-20-gb-video-card-radeon-rx-7900-xt-20gb,Radeon RX 7900 XT,20,2000,2400,Black,276
EVGA Superclocked+ ACX 2.0+,,https://pcpartpicker.com/product/khyxFT/evga-video-card-06gp44995kr,GeForce GTX 980 Ti,6,1102,1190,Black / Silver,267
PNY XLR8 Gaming REVEL EPIC-X RGB Dual Fan,,https://pcpartpicker.com/product/ftJgXL/pny-geforce-rtx-3060-12-gb-xlr8-gaming-revel-epic-x-rgb-dual-fan-video-card-vcg306012dfxppb,GeForce RTX 3060 12GB,12,1320,,Black,247
Asus RX6800XT-16G,,https://pcpartpicker.com/product/FPbCmG/asus-radeon-rx-6800-xt-16-gb-video-card-rx6800xt-16g,Radeon RX 6800 XT,16,1825,2250,Black / Silver,267
Zotac GAMING Twin Edge,,https://pcpartpicker.com/product/Jt9wrH/zotac-gaming-twin-edge-geforce-rtx-3060-ti-8-gb-video-card-zt-a30620j-10p,GeForce RTX 3060 Ti,8,1410,1665,White,232
Gigabyte GAMING OC,1699,https://pcpartpicker.com/product/8nhFf7/gigabyte-geforce-rtx-3090-ti-24-gb-gaming-oc-video-card-gv-n309tgaming-oc-24gd,GeForce RTX 3090 Ti,24,1560,1905,Black,331
Zotac GAMING Trinity,,https://pcpartpicker.com/product/tfTzK8/zotac-geforce-rtx-3090-24-gb-gaming-trinity-video-card-zt-a30900d-10p,GeForce RTX 3090,24,1395,1695,Black,318
Asus DUAL,,https://pcpartpicker.com/product/jDvD4D/asus-dual-geforce-rtx-4070-ti-super-16-gb-video-card-dual-rtx4070tis-16g,GeForce RTX 4070 Ti SUPER,16,2340,2640,Black,267
Gainward Phoenix V1,,https://pcpartpicker.com/product/QXNxFT/gainward-geforce-rtx-3070-lhr-8-gb-phoenix-v1-video-card-ne63070019p2-1041x,GeForce RTX 3070 LHR,8,1500,1725,Silver / Black,294
Zotac GAMING AMP Extreme AIRO,,https://pcpartpicker.com/product/GnmmP6/zotac-gaming-amp-extreme-airo-geforce-rtx-4090-24-gb-video-card-zt-d40900k-10p,GeForce RTX 4090,24,2235,2580,White,356
XFX Speedster QICK 319 Core,,https://pcpartpicker.com/product/V7Kscf/xfx-speedster-qick-319-core-radeon-rx-7800-xt-16-gb-video-card-rx-78tqickw9,Radeon RX 7800 XT,16,1295,2430,White,335
PNY XLR8 Gaming EPIC-X RGB,1549,https://pcpartpicker.com/product/hP4BD3/pny-geforce-rtx-3090-24-gb-xlr8-gaming-epic-x-rgb-video-card-vcg309024tfxmpb,GeForce RTX 3090,24,1395,1695,Black,294
EVGA GAMING,515.96,https://pcpartpicker.com/product/f2p323/evga-geforce-gtx-1080-ti-11gb-gaming-video-card-11g-p4-5390-kr,GeForce GTX 1080 Ti,11,1480,1582,Black / Silver,267
KFA2 EX Gamer White,,https://pcpartpicker.com/product/YCzXsY/kfa2-ex-gamer-white-geforce-rtx-4070-12-gb-video-card-47nom7md7kwk,GeForce RTX 4070,12,1920,2550,White,323
PNY XLR8 Gaming Overclocked Edition,,https://pcpartpicker.com/product/bVtQzy/pny-geforce-gtx-1660-6-gb-xlr8-gaming-overclocked-edition-video-card-vcg16606sfppb-o,GeForce GTX 1660,6,1530,1830,Black,168
EVGA SSC ACX 2.0+,,https://pcpartpicker.com/product/6ZL7YJ/evga-video-card-04gp43975kr,GeForce GTX 970,4,1190,1342,Black / Blue,257
Zotac MINI,,https://pcpartpicker.com/product/Jt7CmG/zotac-geforce-gtx-1060-3gb-mini-video-card-zt-p10610a-10l,GeForce GTX 1060 3GB,3,1506,1708,Black / Gray,174
Zotac GAMING AMP,,https://pcpartpicker.com/product/3J22FT/zotac-geforce-rtx-2080-8gb-gaming-amp-video-card-zt-t20800d-10p,GeForce RTX 2080,8,1515,,Black,308
Gigabyte GAMING OC WHITE,,https://pcpartpicker.com/product/vdCFf7/gigabyte-geforce-rtx-2070-super-8-gb-gaming-oc-white-video-card-gv-n207sgamingoc-white-8gc,GeForce RTX 2070 SUPER,8,1605,1815,White,286
Gigabyte AORUS,,https://pcpartpicker.com/product/CwVG3C/gigabyte-geforce-rtx-2080-super-8-gb-aorus-video-card-gv-n208saorus-8gc,GeForce RTX 2080 SUPER,8,1650,1860,Black,290
MSI Radeon RX 5700 XT GAMING,,https://pcpartpicker.com/product/P3WBD3/msi-radeon-rx-5700-xt-8-gb-gaming-video-card-rx-5700-xt-gaming,Radeon RX 5700 XT,8,1630,1905,Silver / Black,297
EVGA XC3 GAMING,,https://pcpartpicker.com/product/KyFbt6/evga-geforce-rtx-3080-ti-12-gb-xc3-gaming-video-card-12g-p5-3953-kr,GeForce RTX 3080 Ti,12,1365,1665,Black,285
Gainward Ghost,470.88,https://pcpartpicker.com/product/Q89wrH/gainward-ghost-geforce-rtx-4060-ti-8-gb-video-card-ne6406t019p1-1060b,GeForce RTX 4060 Ti,8,2310,2535,Black,250
XFX Speedster MERC 308 Black,499,https://pcpartpicker.com/product/qbRYcf/xfx-radeon-rx-6600-xt-8-gb-speedster-merc-308-black-video-card-rx-66xt8tbdq,Radeon RX 6600 XT,8,2188,2607,Black,274
Asus GTX660-DC2O-2GD5,,https://pcpartpicker.com/product/DGQypg/asus-video-card-gtx660dc2o2gd5,GeForce GTX 660,2,1020,,Black / Red,259
Asus STRIX-GTX960-DC2OC-4GD5,,https://pcpartpicker.com/product/YqkwrH/asus-video-card-strixgtx960dc2oc4gd5,GeForce GTX 960,4,1253,1317,Black / Red,216
Gigabyte GAMING OC,,https://pcpartpicker.com/product/hwF48d/gigabyte-geforce-rtx-2080-ti-11gb-gaming-oc-video-card-gv-n208tgaming-oc-11gc,GeForce RTX 2080 Ti,11,1350,,,286
MSI GAMING Z TRIO,,https://pcpartpicker.com/product/GPcG3C/msi-geforce-rtx-3060-ti-lhr-8-gb-gaming-z-trio-video-card-geforce-rtx-3060-ti-gaming-z-trio-8g-lhr,GeForce RTX 3060 Ti LHR,8,1410,1845,Black / Gray,323
PNY VCQFX1800-PCIE-PB,,https://pcpartpicker.com/product/2hQypg/pny-video-card-vcqfx1800pciepb,Quadro FX 1800,0.75,,,Black / Green,
MSI GAMING X,784.44,https://pcpartpicker.com/product/3RkWGX/msi-radeon-rx-6700-xt-12-gb-gaming-x-video-card-radeon-rx-6700-xt-gaming-x-12g,Radeon RX 6700 XT,12,2321,,Black / Silver,279
MSI VENTUS OC,,https://pcpartpicker.com/product/2WZzK8/msi-geforce-rtx-2060-super-8-gb-ventus-oc-video-card-rtx-2060-super-ventus-oc,GeForce RTX 2060 SUPER,8,1470,1665,Black / Silver,231
Zotac ZT-P10510B-10L,,https://pcpartpicker.com/product/LrmxFT/zotac-geforce-gtx-1050-ti-4gb-oc-edition-video-card-zt-p10510b-10l,GeForce GTX 1050 Ti,4,1392,1506,Black / White,174
Gigabyte WINDFORCE OC,,https://pcpartpicker.com/product/9V2rxr/gigabyte-geforce-gtx-1050-ti-4gb-windforce-oc-video-card-gv-n105twf2oc-4gd,GeForce GTX 1050 Ti,4,1354,1468,Black / Orange,229
Zotac MINI,,https://pcpartpicker.com/product/CdTrxr/zotac-geforce-gtx-1080-8gb-mini-video-card-zt-p10800h-10p,GeForce GTX 1080,8,1620,1759,Black,211
Asus CERBERUS,,https://pcpartpicker.com/product/mJfhP6/asus-geforce-gtx-1070-ti-8gb-cerberus-video-card-cerberus-gtx1070ti-a8g,GeForce GTX 1070 Ti,8,1607,1746,Black / Red,270
PNY VERTO OC,379.97,https://pcpartpicker.com/product/g9fxFT/pny-verto-oc-geforce-rtx-4060-ti-8-gb-video-card-vcg4060t8dfxpb1-o,GeForce RTX 4060 Ti,8,2310,2550,Black,245
Gigabyte GV-N105TOC-4GD,,https://pcpartpicker.com/product/7Ks8TW/gigabyte-geforce-gtx-1050-ti-4gb-video-card-gv-n105toc-4gd,GeForce GTX 1050 Ti,4,1341,1455,Black / Orange,191
EVGA XC3 BLACK GAMING,799,https://pcpartpicker.com/product/7MkgXL/evga-geforce-rtx-3080-10-gb-xc3-black-gaming-video-card-10g-p5-3881-kr,GeForce RTX 3080 10GB,10,1440,1710,Black,285
MSI AERO ITX OC,,https://pcpartpicker.com/product/4pnypg/msi-geforce-rtx-3060-12-gb-aero-itx-oc-video-card-geforce-rtx-3060-aero-itx-12g-oc,GeForce RTX 3060 12GB,12,1320,1792,Black / Silver,172
Gigabyte VISION OC Rev 2.0,,https://pcpartpicker.com/product/8ZH7YJ/gigabyte-vision-oc-rev-20-geforce-rtx-3070-lhr-8-gb-video-card-gv-n3070vision-oc-8gd-rev-20,GeForce RTX 3070 LHR,8,1500,1815,Silver / White,286
EVGA SC ULTRA GAMING,199.99,https://pcpartpicker.com/product/LxkgXL/evga-geforce-gtx-1650-g6-4-gb-sc-ultra-gaming-video-card-04g-p4-1257-kr,GeForce GTX 1650 G6,4,1410,1710,Black,202
PNY RTX A-Series,525,https://pcpartpicker.com/product/L4zhP6/pny-rtx-a2000-6gb-6-gb-rtx-a-series-video-card-vcnrtxa2000-pb,RTX A2000 6GB,6,562,1200,Black,167
PowerColor Hellhound Spectral White,,https://pcpartpicker.com/product/TDvdnQ/powercolor-radeon-rx-6650-xt-8-gb-hellhound-video-card-axrx-6650xt-8gbd6-3dhlv2oc,Radeon RX 6650 XT,8,2055,2689,White,220
Gigabyte GAMING 8G,,https://pcpartpicker.com/product/3pfhP6/gigabyte-radeon-rx-590-8-gb-gaming-8g-video-card-gv-rx590gaming-8gd,Radeon RX 590,8,1469,1560,Black / Orange,232
XFX THICC II Pro,,https://pcpartpicker.com/product/DNgQzy/xfx-radeon-rx-5500-xt-8-gb-thicc-ii-pro-video-card-rx-55xt826d6,Radeon RX 5500 XT,8,1607,1845,Black / Red,281
Gainward Ghost OC,,https://pcpartpicker.com/product/YksV3C/gainward-ghost-oc-geforce-rtx-4070-super-12-gb-video-card-ned407ss19k9-1043b,GeForce RTX 4070 SUPER,12,1980,2550,Black,262
Asus KO GAMING OC V2,444,https://pcpartpicker.com/product/KXZ9TW/asus-geforce-rtx-3060-ti-lhr-8-gb-ko-gaming-oc-v2-video-card-ko-rtx3060ti-o8g-v2-gaming,GeForce RTX 3060 Ti LHR,8,1410,1785,Silver / Black,275
Asus TUF GAMING OC V2,653,https://pcpartpicker.com/product/R4jBD3/asus-geforce-rtx-3070-lhr-8-gb-tuf-gaming-oc-v2-video-card-tuf-rtx3070-o8g-v2-gaming,GeForce RTX 3070 LHR,8,1500,1845,Black,300
PowerColor Red Dragon,,https://pcpartpicker.com/product/XzrcCJ/powercolor-radeon-rx-580-8gb-red-dragon-video-card-axrx-580-8gbd5-3dhdoc,Radeon RX 580,8,1257,1350,Black / Red,255
MSI GAMING,,https://pcpartpicker.com/product/bTWBD3/msi-geforce-rtx-2060-super-8-gb-gaming-video-card-rtx-2060-super-gaming,GeForce RTX 2060 SUPER,8,1470,1650,Black / Silver,248
Palit GamingPro OC,,https://pcpartpicker.com/product/PWcRsY/palit-geforce-gtx-1660-super-6-gb-gamingpro-oc-video-card-ne6166ss18j9-1160a,GeForce GTX 1660 SUPER,6,1530,1830,,235
Asus STRIX GAMING,,https://pcpartpicker.com/product/6jJmP6/asus-geforce-gtx-1660-super-6-gb-strix-gaming-video-card-rog-strix-gtx1660s-6g-gaming,GeForce GTX 1660 SUPER,6,1530,1815,Black / Silver,243
Asus Phoenix,,https://pcpartpicker.com/product/RzZ9TW/asus-geforce-rtx-3060-12-gb-phoenix-video-card-ph-rtx3060-12g,GeForce RTX 3060 12GB,12,1320,1807,Black,177
AMD 100-506157,1999.99,https://pcpartpicker.com/product/BZgFf7/amd-100-506157-radeon-pro-w6800-32-gb-video-card-100-506157,Radeon PRO W6800,32,2075,2320,Blue / Gray,267
Gigabyte EAGLE OC,999.99,https://pcpartpicker.com/product/R3xbt6/gigabyte-eagle-oc-geforce-rtx-3080-10gb-10-gb-video-card-gvn3080eagleoc10gd,GeForce RTX 3080 10GB,10,1440,1755,Black,320
Asus DUAL,349.99,https://pcpartpicker.com/product/XYDzK8/asus-radeon-rx-580-4gb-dual-video-card-dual-rx580-o4g,Radeon RX 580,4,1257,1380,Black / White,242
Asus Turbo,,https://pcpartpicker.com/product/Wt7CmG/asus-geforce-gtx-1060-6gb-turbo-video-card-turbo-gtx1060-6g,GeForce GTX 1060 6GB,6,1506,1708,Black,267
PNY VCG16504SSFPPB,,https://pcpartpicker.com/product/rN7p99/pny-geforce-gtx-1650-super-4-gb-video-card-vcg16504ssfppb,GeForce GTX 1650 SUPER,4,1530,1725,Black,168
Sapphire NITRO+,,https://pcpartpicker.com/product/RKX2FT/sapphire-radeon-rx-480-8gb-nitro-oc-video-card-11260-01-20g,Radeon RX 480,8,1208,1342,Black,240
Gigabyte WINDFORCE OC,,https://pcpartpicker.com/product/RqsnTW/gigabyte-geforce-rtx-2070-super-8-gb-windforce-oc-video-card-gv-n207swf3oc-8gc,GeForce RTX 2070 SUPER,8,1605,1785,Black,280
Asus STRIX GAMING OC,,https://pcpartpicker.com/product/GzpmP6/asus-radeon-rx-570-8-gb-strix-gaming-oc-video-card-rog-strix-rx570-o8g-gaming,Radeon RX 570,8,1168,1310,Black,240
MSI MECH 2X V1,679.98,https://pcpartpicker.com/product/xTmNnQ/msi-mech-2x-v1-radeon-rx-6750-xt-12-gb-video-card-rx-6750-xt-mech-2x-12g-v1,Radeon RX 6750 XT,12,2150,2600,Black / Silver,249
MSI GeForce RTX 3070 Suprim X 8G LHR,799,https://pcpartpicker.com/product/6GhFf7/msi-geforce-rtx-3070-lhr-8-gb-suprim-x-video-card-rtx3070suprimx8glhr,GeForce RTX 3070 LHR,8,1500,1920,Black / Silver,335
Asus DUAL OC,279.99,https://pcpartpicker.com/product/kyWJ7P/asus-dual-oc-radeon-rx-7600-8-gb-video-card-dual-rx7600-o8g,Radeon RX 7600,8,1720,2745,Black,245
EVGA FTW2 GAMING iCX,549,https://pcpartpicker.com/product/zpx9TW/evga-geforce-gtx-1070-ti-8gb-ftw2-gaming-icx-video-card-08g-p4-6775-kr,GeForce GTX 1070 Ti,8,1607,1683,Black / Silver,267
Gigabyte AORUS,,https://pcpartpicker.com/product/QvGj4D/gigabyte-radeon-rx-580-8gb-aorus-8g-video-card-gv-rx580aorus-8gd,Radeon RX 580,8,1257,1380,Black / Orange,232
GALAX (1-click OC),,https://pcpartpicker.com/product/F9fFf7/galax-geforce-rtx-3060-ti-8-gb-1-click-oc-video-card-36isl6md1vdd,GeForce RTX 3060 Ti,8,1410,1680,Black,256
HP 6E3Y8AA,199,https://pcpartpicker.com/product/RWqrxr/hp-6e3y8aa-arc-pro-a40-6-gb-video-card-6e3y8aa,Arc Pro A40,6,1550,1700,Black,168
