name,price,href,core_count,core_clock,boost_clock,micro_architecture,tdp,graphics,socket
Intel Core i9-7920X,433.69,https://pcpartpicker.com/product/x3648d/intel-core-i9-7920x-29ghz-12-core-processor-bx80673i97920x,12,2.9,4.4,Skylake,140,,LGA2011-3
Intel Xeon E5-1620 V3,111,https://pcpartpicker.com/product/PcCrxr/intel-cpu-bx80644e51620v3,4,3.5,3.6,Haswell,140,,FM2+
AMD Athlon X4 860K,,https://pcpartpicker.com/product/kWGj4D/amd-cpu-ad860kxbjabox,4,3.7,4,Steamroller,95,,LGA2011-3
Intel Xeon E5-1650 V3,,https://pcpartpicker.com/product/Cv648d/intel-cpu-bx80644e51650v3,6,3.5,3.8,Haswell,140,,LGA2011
Intel Xeon E5-2680,110,https://pcpartpicker.com/product/bQrG3C/intel-cpu-bx80621e52680,8,2.7,3.5,Sandy Bridge,130,,LGA1151
Intel Core i3-7100,69.95,https://pcpartpicker.com/product/PqVBD3/intel-core-i3-7100-39ghz-dual-core-oemtray-processor-cm8067703014612,2,3.9,,Kaby Lake,51,Intel HD Graphics 630,LGA2066
Intel Core i9-9960X,999.99,https://pcpartpicker.com/product/BBndnQ/intel-core-i9-9960x-31-thz-16-core-oemtray-processor-cd8067304126500,16,3.1,4.4,Skylake,165,,LGA1151
Intel Celeron G4900,68.02,https://pcpartpicker.com/product/y8448d/intel-celeron-g4900-31ghz-dual-core-processor-bx80684g4900,2,3.1,,Coffee Lake,65,Intel UHD Graphics 610,LGA1150
Intel Core i5-4430,,https://pcpartpicker.com/product/MdBv6h/intel-cpu-bx80646i54430,4,3,,Haswell,84,Intel HD Graphics 4600,FM2
AMD A10-6800K,,https://pcpartpicker.com/product/YjmLrH/amd-cpu-ad680kwohlbox,4,4.1,,Piledriver,100,Radeon HD 8670D,LGA2011-3
Intel Xeon E5-2697 V3,,https://pcpartpicker.com/product/ZcCrxr/intel-cpu-bx80644e52697v3,14,2.6,3.6,Haswell,145,,LGA1151
Intel Core i5-9500F,,https://pcpartpicker.com/product/vfrYcf/intel-core-i5-9500f-3-ghz-6-core-processor-bx80684i59500f,6,3,4.4,Coffee Lake Refresh,65,,LGA1200
Intel Core i9-10900K,,https://pcpartpicker.com/product/L3qBD3/intel-core-i9-10900k-37-ghz-10-core-processor-bx8070110900ka,10,3.7,5.3,Comet Lake,125,Intel UHD Graphics 630,LGA2011
Intel Core i7-3960X Extreme Edition,350,https://pcpartpicker.com/product/fMkD4D/intel-cpu-bx80619i73960x,6,3.3,,Sandy Bridge,130,,AM3
AMD Phenom II X6 1100T Black,,https://pcpartpicker.com/product/NGTmP6/amd-cpu-hde00zfbgrbox,6,3.3,,K10,125,,FM2+
AMD A6-7400K,85.23,https://pcpartpicker.com/product/Wr9KHx/amd-cpu-ad740kybjabox,2,3.5,3.9,Steamroller,65,Radeon R5 (on die),FM2+
AMD A8-7680,,https://pcpartpicker.com/product/Y8VD4D/amd-a8-7680-35-ghz-quad-core-processor-ad7680acabbox,4,3.5,3.8,Puma+,65,Radeon R7 (on-die),LGA1155
Intel Core i5-3550,335,https://pcpartpicker.com/product/8fW9TW/intel-cpu-bx80637i53550,4,3.3,,Ivy Bridge,77,Intel HD Graphics 2500,LGA1155
Intel Xeon E3-1230 V2,265.87,https://pcpartpicker.com/product/VQrG3C/intel-cpu-bx80637e31230v2,4,3.3,,Ivy Bridge,69,,AM4
AMD A10-9700,,https://pcpartpicker.com/product/n9s8TW/amd-a10-9700-35ghz-quad-core-processor-ad9700agabbox,4,3.5,3.8,Excavator,65,Radeon R7 (on-die),FM1
AMD A6-3670K,,https://pcpartpicker.com/product/QG8Zxr/amd-cpu-ad3670wngxbox,4,2.7,,Lynx,100,Radeon HD 6530D,LGA1366
Intel Core i7-950,100,https://pcpartpicker.com/product/3LNp99/intel-cpu-bx80601950,4,3.06,,Nehalem,130,,LGA1151
Intel Core i5-9500T,,https://pcpartpicker.com/product/xscRsY/intel-core-i5-9500t-22-ghz-6-core-oemtray-processor-cm8068403362510,6,2.2,3.7,Coffee Lake Refresh,35,Intel UHD Graphics 630,FM2
AMD A10-5800K,,https://pcpartpicker.com/product/CBCwrH/amd-cpu-ad580kwohjbox,4,3.8,,Piledriver,100,Radeon HD 7660D,LGA1200
Intel Core i3-10100T,,https://pcpartpicker.com/product/Tc8bt6/intel-core-i3-10100t-3-ghz-quad-core-oemtray-processor-cm8070104291412,4,3,3.8,Comet Lake,35,Intel UHD Graphics 630,LGA1150
Intel Core i3-4130T,60,https://pcpartpicker.com/product/gjw323/intel-cpu-bx80646i34130t,2,2.9,,Haswell,35,Intel HD Graphics 4400,AM3+
AMD FX-8370,298.02,https://pcpartpicker.com/product/8mrcCJ/amd-cpu-fd8370frhkhbx,8,4,4.3,Piledriver,125,,LGA1150
Intel Xeon E3-1270 V3,420,https://pcpartpicker.com/product/hJh9TW/intel-cpu-bx80646e31270v3,4,3.5,3.9,Haswell,80,,AM4
AMD Ryzen 3 2200G,,https://pcpartpicker.com/product/9GPKHx/amd-ryzen-3-2200g-35ghz-quad-core-oemtray-processor-yd2200c4m4mfb,4,3.5,3.7,Zen,65,Radeon Vega 8,LGA1151
Intel Core i3-6100,98.95,https://pcpartpicker.com/product/Xjp323/intel-cpu-cm8066201927202,2,3.7,,Skylake,51,Intel HD Graphics 530,LGA2066
Intel Core i9-9940X,,https://pcpartpicker.com/product/jGZFf7/intel-core-i9-9940x-33-ghz-14-core-processor-bx80673i99940x,14,3.3,4.4,Skylake,165,,AM3+
AMD FX-8320E,,https://pcpartpicker.com/product/kfrcCJ/amd-cpu-fd832ewmhkbox,8,3.2,4,Piledriver,95,,LGA2066
Intel Core i9-9900X,579.99,https://pcpartpicker.com/product/gZYLrH/intel-core-i9-9900x-35-ghz-10-core-processor-cd8067304126200,10,3.5,4.4,Skylake,165,,LGA1151
Intel Core i5-8500,139,https://pcpartpicker.com/product/FgPKHx/intel-core-i5-8500-3-ghz-6-core-processor-bx80684i58500,6,3,4.1,Coffee Lake,65,Intel UHD Graphics 630,LGA775
Intel Core 2 Quad Q9300,219,https://pcpartpicker.com/product/GpvRsY/intel-cpu-bx80580q9300,4,2.5,,Yorkfield,95,,LGA2011-3
Intel Xeon E5-2640 V4,,https://pcpartpicker.com/product/J6rcCJ/intel-cpu-bx80660e52640v4,10,2.4,3.4,Broadwell,90,,LGA775
Intel Core 2 Duo E7500,99.63,https://pcpartpicker.com/product/dLNp99/intel-cpu-bx80571e7500,2,2.93,,Wolfdale,65,,LGA775
Intel Core 2 Extreme QX9770,,https://pcpartpicker.com/product/8fLypg/intel-cpu-bx80569qx9770,4,3.2,,Yorkfield,136,,LGA1151
Intel Core i7-9700T,,https://pcpartpicker.com/product/DcCFf7/intel-core-i7-9700t-2-ghz-8-core-oemtray-processor-cm8068403874912,8,2,4.3,Coffee Lake Refresh,35,Intel HD Graphics 630,FM2+
AMD A10-7800,,https://pcpartpicker.com/product/mhsKHx/amd-cpu-ad7800ybjabox,4,3.5,3.9,Steamroller,65,Radeon R7 (on-die),LGA1150
Intel Core i7-5775C,,https://pcpartpicker.com/product/4hgPxr/intel-cpu-bx80658i75775c,4,3.3,3.7,Broadwell,65,Iris Pro Graphics 6200,LGA2066
Intel Core i7-7740X,132,https://pcpartpicker.com/product/QCx9TW/intel-core-i7-7740x-43ghz-quad-core-oemtray-processor-cm8067702868631,4,4.3,4.5,Kaby Lake,112,,LGA2011-3
Intel Xeon E5-2620 V3,88,https://pcpartpicker.com/product/fdnG3C/intel-cpu-bx80644e52620v3,6,2.4,3.2,Haswell,85,,LGA1155
Intel Core i5-2400S,70,https://pcpartpicker.com/product/B3phP6/intel-cpu-bx80623i52400s,4,2.5,,Sandy Bridge,65,Intel HD Graphics 2000,LGA2011
Intel Core i7-3970X Extreme Edition,244.02,https://pcpartpicker.com/product/spCwrH/intel-cpu-bx80619i73970x,6,3.5,,Sandy Bridge,150,,LGA1151
Intel Core i5-7500,,https://pcpartpicker.com/product/KmRFf7/intel-core-i5-7500-34ghz-quad-core-oemtray-processor-cm8067702868012,4,3.4,3.8,Kaby Lake,65,Intel HD Graphics 630,LGA2066
Intel Core i9-7900X,903.6,https://pcpartpicker.com/product/wwBrxr/intel-core-i9-7900x-33ghz-10-core-oemtray-processor-cd8067303286804,10,3.3,4.5,Skylake,140,,LGA2066
Intel Core i9-9940X,998.95,https://pcpartpicker.com/product/Hpc48d/intel-core-i9-9940x-33-ghz-14-core-oemtray-processor-cd8067304175600,14,3.3,4.4,Skylake,165,,AM4
AMD Athlon 200GE,,https://pcpartpicker.com/product/yxm323/amd-athlon-200ge-32ghz-dual-core-oemtray-processor-yd200gc6m2ofb,2,3.2,,Zen,35,Radeon Vega 3,LGA1151
Intel Core i9-9900,,https://pcpartpicker.com/product/nLrYcf/intel-core-i9-9900-31-ghz-8-core-oemtray-processor-cm8068403874032,8,3.1,5,Coffee Lake Refresh,65,Intel UHD Graphics 630,AM3
AMD Athlon II X4 630,48.04,https://pcpartpicker.com/product/XfTmP6/amd-cpu-adx630wfk42gm,4,2.8,,K10,95,,LGA2011
Intel Xeon E5-2660,,https://pcpartpicker.com/product/JcDJ7P/intel-xeon-e5-2660-22-ghz-8-core-oemtray-processor-sr0kk,8,2.2,3,Sandy Bridge,95,,LGA2011-3
Intel Xeon E5-2695 V4,,https://pcpartpicker.com/product/bBjWGX/intel-cpu-bx80660e52695v4,18,2.1,3.3,Broadwell,120,,AM3+
AMD FX-8150,,https://pcpartpicker.com/product/xG8Zxr/amd-cpu-fd8150frgubox,8,3.6,,Bulldozer,125,,LGA1151
Intel Xeon E-2176G,453.26,https://pcpartpicker.com/product/rPyV3C/intel-xeon-e-2176g-37-thz-6-core-processor-bx80684e2176g,6,3.7,4.7,Coffee Lake,80,Intel HD Graphics P630,LGA2011-3
Intel Xeon E5-1660 V3,198.95,https://pcpartpicker.com/product/DjZ2FT/intel-cpu-cm8064401909200,8,3,3.5,Haswell,140,,LGA1151
Intel Core i5-7400T,75,https://pcpartpicker.com/product/rXp323/intel-core-i5-7400t-24ghz-quad-core-oemtray-processor-cm8067702867915,4,2.4,3,Kaby Lake,35,Intel HD Graphics 630,AM4
AMD Ryzen 7 2700,,https://pcpartpicker.com/product/FwrYcf/amd-ryzen-7-2700-32-ghz-8-core-oemtray-processor-yd2700bbm88af,8,3.2,4.1,Zen+,65,,LGA1151
Intel Xeon E-2288G,,https://pcpartpicker.com/product/cYNgXL/intel-xeon-e-2288g-37-thz-8-core-oemtray-processor-cm8068404224102,8,3.7,5,Coffee Lake Refresh,95,Intel HD Graphics P630,LGA771
Intel Core 2 Extreme QX9775,1298,https://pcpartpicker.com/product/kxvRsY/intel-cpu-bx80574qx9775,4,3.2,,Yorkfield,150,,LGA1151
Intel Celeron G4900T,59.95,https://pcpartpicker.com/product/WWBTwP/intel-celeron-g4900t-18ghz-dual-core-oemtray-processor-cm8068403379312,2,1.8,,Coffee Lake,35,Intel UHD Graphics 610,LGA1366
Intel Core i7-990X Extreme Edition,,https://pcpartpicker.com/product/P2ckcf/intel-cpu-bx80613i7990x,6,3.467,,Westmere,130,,LGA2011-3
Intel Xeon E5-2690 V3,,https://pcpartpicker.com/product/WcCrxr/intel-cpu-bx80644e52690v3,12,2.6,3.5,Haswell,135,,LGA1200
Intel Core i5-10600K,,https://pcpartpicker.com/product/QBMTwP/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600ka,6,4.1,4.8,Comet Lake,125,Intel UHD Graphics 630,LGA1155
Intel Core i3-2130,,https://pcpartpicker.com/product/hNCwrH/intel-cpu-bx80623i32130,2,3.4,,Sandy Bridge,65,Intel HD Graphics 2000,LGA1366
Intel Core i7-960,220,https://pcpartpicker.com/product/94TmP6/intel-cpu-bx80601960,4,3.2,,Nehalem,130,,LGA1155
Intel Celeron G1610,37,https://pcpartpicker.com/product/yCH323/intel-cpu-bx80637g1610,2,2.6,,Ivy Bridge,55,Intel HD Graphics,LGA2011
Intel Xeon E5-2670,,https://pcpartpicker.com/product/rBkD4D/intel-cpu-bx80621e52670,8,2.6,3.3,Sandy Bridge,115,,LGA2011
Intel Xeon E5-2690 V2,,https://pcpartpicker.com/product/YnYXsY/intel-cpu-bx80635e52690v2,10,3,3.6,Ivy Bridge,130,,LGA1151
Intel Core i3-8300,,https://pcpartpicker.com/product/r3m323/intel-core-i3-8300-37ghz-quad-core-processor-bx80684i38300,4,3.7,,Coffee Lake,62,Intel UHD Graphics 630,LGA1150
Intel Xeon E3-1230 V3,309.88,https://pcpartpicker.com/product/JHXfrH/intel-cpu-bx80646e31230v3,4,3.3,3.7,Haswell,80,,AM3+
AMD FX-9590,,https://pcpartpicker.com/product/tPR48d/amd-cpu-fd9590fhhkwox,8,4.7,5,Piledriver,220,,LGA2011
Intel Xeon E5-2680 V2,,https://pcpartpicker.com/product/WtjG3C/intel-cpu-bx80635e52680v2,10,2.8,3.6,Ivy Bridge,115,,LGA1150
Intel Core i5-4690K,,https://pcpartpicker.com/product/BQ8Zxr/intel-cpu-cm8064601710803,4,3.5,3.9,Haswell Refresh,88,Intel HD Graphics 4600,LGA1151
Intel Core i5-9400,,https://pcpartpicker.com/product/78TzK8/intel-core-i5-9400-29-ghz-6-core-oemtray-processor-cm8068403875504,6,2.9,4.1,Coffee Lake Refresh,65,Intel UHD Graphics 630,LGA2011-3
Intel Xeon E5-2660 V3,149.94,https://pcpartpicker.com/product/RbtWGX/intel-cpu-cm8064401446117,10,2.6,3.3,Haswell,105,,LGA2066
Intel Core i9-7980XE,1249.95,https://pcpartpicker.com/product/mzzZxr/intel-core-i9-7980xe-26ghz-18-core-oemtray-processor-cd8067303734902,18,2.6,4.4,Skylake,165,,AM3
AMD Athlon II X4 640,69.95,https://pcpartpicker.com/product/WhXfrH/amd-cpu-adx640wfgmbox,4,3,,K10,95,,LGA1156
Intel Core i3-540,60,https://pcpartpicker.com/product/WF6BD3/intel-cpu-bx80616i3540,2,3.06,,Westmere,73,Intel HD Graphics,LGA1151
Intel Xeon E-2136,849,https://pcpartpicker.com/product/CQprxr/intel-xeon-e-2136-33-ghz-6-core-processor-bx80684e2136,6,3.3,4.5,Coffee Lake,80,,LGA1150
Intel Xeon E3-1240 V3,,https://pcpartpicker.com/product/vkxfrH/intel-cpu-bx80646e31240v3,4,3.4,3.8,Haswell,80,,AM3+
AMD FX-4100,,https://pcpartpicker.com/product/Tr9KHx/amd-cpu-fd4100wmw4kgu,4,3.6,,Bulldozer,95,,AM4
AMD Athlon X4 950,,https://pcpartpicker.com/product/ZXgPxr/amd-athlon-x4-950-35ghz-quad-core-processor-ad950xagabbox,4,3.5,3.8,Excavator,65,,FM2
AMD A10-5700,68.02,https://pcpartpicker.com/product/vRfp99/amd-cpu-ad5700oka44hj,4,3.4,,Piledriver,65,Radeon HD 7660D,LGA1151
Intel Celeron G3930T,39,https://pcpartpicker.com/product/J2fmP6/intel-celeron-g3930t-27ghz-dual-core-oemtray-processor-cm8067703016211,2,2.7,,Kaby Lake,35,Intel HD Graphics 610,LGA1150
Intel Core i7-4770K,120,https://pcpartpicker.com/product/9ttWGX/intel-cpu-cm8064601464206,4,3.5,3.9,Haswell,84,Intel HD Graphics 4600,LGA1151
Intel Core i3-6100T,,https://pcpartpicker.com/product/vp8H99/intel-cpu-bx80662i36100t,2,3.2,,Skylake,35,Intel HD Graphics 530,LGA2066
Intel Core i9-9820X,,https://pcpartpicker.com/product/YG448d/intel-core-i9-9820x-33-ghz-10-core-processor-bx80673i99820x,10,3.3,4.1,Skylake,165,,LGA1156
Intel Core i5-760,100,https://pcpartpicker.com/product/R6zv6h/intel-cpu-bx80605i5760,4,2.8,,Nehalem,95,,LGA1155
Intel Xeon E3-1240 V2,391.12,https://pcpartpicker.com/product/GYkD4D/intel-cpu-bx80637e31240v2,4,3.4,,Ivy Bridge,69,,FM2+
AMD A10-7890K,,https://pcpartpicker.com/product/3Ls8TW/amd-cpu-ad789kxdjchbx,4,4.1,4.3,Steamroller,95,Radeon R7 (on-die),LGA1200
Intel Core i3-10320,139.99,https://pcpartpicker.com/product/tZPgXL/intel-core-i3-10320-38-ghz-quad-core-processor-bx8070110320,4,3.8,4.6,Comet Lake,65,Intel UHD Graphics 630,LGA2011-3
Intel Core i7-5930K,529.95,https://pcpartpicker.com/product/jVtCmG/intel-cpu-cm8064801548338,6,3.5,3.7,Haswell,140,,LGA1155
Intel Core i3-2120T,50,https://pcpartpicker.com/product/pYjG3C/intel-cpu-bx80623i32120t,2,2.6,,Sandy Bridge,35,Intel HD Graphics 2000,LGA1150
Intel Core i5-4570S,,https://pcpartpicker.com/product/GRDwrH/intel-cpu-bx80646i54570s,4,2.9,,Haswell,65,Intel HD Graphics 4600,LGA1151
Intel Xeon E3-1240L V5,,https://pcpartpicker.com/product/G7X2FT/intel-cpu-cm8066201935808,4,2.1,3.2,Skylake,25,,AM4
AMD Ryzen 3 1200 (12nm),,https://pcpartpicker.com/product/b3MTwP/amd-ryzen-3-1200-12nm-31-ghz-quad-core-oemtray-processor-yd1200bbm4kaf,4,3.1,3.4,Zen+,65,,FM2+
AMD A10-7700K,128.02,https://pcpartpicker.com/product/wHkD4D/amd-cpu-ad770kxbjabox,4,3.4,3.8,Steamroller,95,Radeon R7 (on-die),LGA1150
Intel Core i7-4771,,https://pcpartpicker.com/product/F6kD4D/intel-cpu-bx80646i74771,4,3.5,3.9,Haswell,84,Intel HD Graphics 4600,LGA1151
Intel Celeron G3930,59.99,https://pcpartpicker.com/product/WqVBD3/intel-celeron-g3930-29ghz-dual-core-processor-bx80677g3930,2,2.9,,Kaby Lake,51,Intel HD Graphics 610,LGA1151
Intel Core i5-9600K,,https://pcpartpicker.com/product/yshmP6/intel-core-i5-9600k-37-ghz-6-core-oemtray-processor-cm8068403874405,6,3.7,4.6,Coffee Lake Refresh,95,Intel UHD Graphics 630,LGA1151
Intel Celeron G3920,489.95,https://pcpartpicker.com/product/7GCD4D/intel-celeron-g3920-26-ghz-dual-core-oemtray-processor-cm8066201938000,2,2.6,,Skylake,35,Intel HD Graphics 510,LGA775
Intel Core 2 Quad Q9550,161,https://pcpartpicker.com/product/X4TmP6/intel-cpu-bx80569q9550,4,2.83,,Yorkfield,95,,LGA1155
Intel Core i7-2600S,235,https://pcpartpicker.com/product/jNMFf7/intel-cpu-bx80623i72600s,4,2.8,,Sandy Bridge,65,Intel HD Graphics 2000,LGA2011-3
Intel Xeon E5-2650 V3,,https://pcpartpicker.com/product/2xFXsY/intel-cpu-bx80644e52650v3,10,2.3,3,Haswell,105,,AM3+
AMD FX-8120,,https://pcpartpicker.com/product/vGCwrH/amd-cpu-fd8120wmw8kgu,8,3.1,,Bulldozer,125,,LGA1150
Intel Xeon E3-1220 V3,149.94,https://pcpartpicker.com/product/dY3RsY/intel-cpu-bx80646e31220v3,4,3.1,3.5,Haswell,80,,LGA2011
Intel Xeon E5-2690,,https://pcpartpicker.com/product/FnxfrH/intel-cpu-bx80621e52690,8,2.9,3.8,Sandy Bridge,135,,LGA2011
Intel Xeon E5-1620 V2,,https://pcpartpicker.com/product/Yyw323/intel-cpu-cm8063501292405,4,3.7,3.9,Ivy Bridge,130,,LGA2011-3
Intel Xeon E5-2698 V3,,https://pcpartpicker.com/product/sBDzK8/intel-cpu-cm8064401609800,16,2.3,3.6,Haswell,135,,LGA1151
Intel Core i5-7600,,https://pcpartpicker.com/product/FN98TW/intel-core-i5-7600-35ghz-quad-core-oemtray-processor-cm8067702868011,4,3.5,4.1,Kaby Lake,65,Intel HD Graphics 630,LGA1200
Intel Celeron G5925,39.95,https://pcpartpicker.com/product/FpXYcf/intel-celeron-g5925-36-ghz-dual-core-processor-bx80701g5925,2,3.6,,Comet Lake,58,Intel UHD Graphics 610,LGA2066
Intel Core i5-7640X,356.7,https://pcpartpicker.com/product/7rkwrH/intel-core-i7-7740x-43ghz-quad-core-processor-bx80677i57640x,4,4,4.2,Kaby Lake,112,,LGA1151
Intel Core i3-9300,195,https://pcpartpicker.com/product/QD4BD3/intel-core-i3-9300-37-ghz-quad-core-processor-bx80684i39300,4,3.7,4.3,Coffee Lake Refresh,62,Intel UHD Graphics 630,LGA1150
Intel Core i7-4790T,149.88,https://pcpartpicker.com/product/JGcMnQ/intel-cpu-cm8064601561513,4,2.7,3.9,Haswell Refresh,45,,LGA1150
Intel Core i3-4340,60,https://pcpartpicker.com/product/tFQypg/intel-cpu-bx80646i34340,2,3.6,,Haswell,54,Intel HD Graphics 4600,LGA1151
Intel Core i3-7100T,,https://pcpartpicker.com/product/qXp323/intel-core-i3-7100t-34ghz-dual-core-processor-bx80677i37100t,2,3.4,,Kaby Lake,35,Intel HD Graphics 630,LGA2066
Intel Core i9-7940X,,https://pcpartpicker.com/product/HFBrxr/intel-core-i9-7940x-31ghz-14-core-processor-bx80673i97940x,14,3.1,4.4,Skylake,165,,LGA775
Intel Core 2 Duo E8600,,https://pcpartpicker.com/product/9kZQzy/intel-cpu-at80570pj0936m,2,3.33,,Wolfdale,65,,LGA1155
Intel Core i5-2310,,https://pcpartpicker.com/product/jkQypg/intel-cpu-bx80623i52310,4,2.9,,Sandy Bridge,95,Intel HD Graphics 2000,LGA2011
Intel Xeon E5-2687W,,https://pcpartpicker.com/product/7Jckcf/intel-cpu-bx80621e52687w,8,3.1,3.8,Sandy Bridge,150,,LGA2011
Intel Xeon E5-2687W V2,,https://pcpartpicker.com/product/2Hdqqs/intel-cpu-bx80635e52687v2,8,3.4,4,Ivy Bridge,150,,LGA2011
Intel Xeon E5-1620,,https://pcpartpicker.com/product/JqK7YJ/intel-cpu-cm8062101038606,4,3.6,3.8,Sandy Bridge,130,,LGA1150
Intel Core i5-5675C,,https://pcpartpicker.com/product/ZDx9TW/intel-cpu-bx80658i55675c,4,3.1,3.6,Broadwell,65,Iris Pro Graphics 6200,LGA1155
Intel Core i5-3570,,https://pcpartpicker.com/product/xs8j4D/intel-core-i5-3570-34ghz-quad-core-oemtray-processor-cm8063701093103,4,3.4,,Ivy Bridge,77,Intel HD Graphics 2500,LGA2066
Intel Core i7-7820X,489.05,https://pcpartpicker.com/product/DbJkcf/intel-i7-7820x-36ghz-8-core-oemtray-processor-cd8067303611000,8,3.6,4.5,Skylake,140,,AM3
AMD Phenom II X4 820,52.02,https://pcpartpicker.com/product/8g7wrH/amd-cpu-hdx820wfk4fgi,4,2.8,,K10,95,,LGA1151
Intel Core i5-6600,,https://pcpartpicker.com/product/VV7CmG/intel-cpu-cm8066201920401,4,3.3,3.9,Skylake,65,Intel HD Graphics 530,LGA775
Intel Pentium E5300,59.49,https://pcpartpicker.com/product/thXfrH/intel-cpu-bx80571e5300,2,2.6,,Wolfdale,65,,LGA1155
Intel Core i5-2300,,https://pcpartpicker.com/product/WRPfrH/intel-cpu-bx80623i52300,4,2.8,,Sandy Bridge,95,Intel HD Graphics 2000,AM3
AMD Phenom II X4 955,,https://pcpartpicker.com/product/RNh9TW/amd-cpu-hdx955wfk4dgm,4,3.2,,K10,125,,FM1
AMD A8-3870K,,https://pcpartpicker.com/product/Rg6BD3/amd-cpu-ad3870wngxbox,4,3,,Lynx,100,Radeon HD 6550D,AM3
AMD Phenom II X6 1045T,,https://pcpartpicker.com/product/VHH323/amd-cpu-hdt45twfgrbox,6,2.7,,K10,95,,FM2
AMD A4-5300,,https://pcpartpicker.com/product/KFjG3C/amd-cpu-ad5300okhjbox,2,3.4,,Piledriver,65,Radeon HD 7480D,LGA1150
Intel Pentium G3220,,https://pcpartpicker.com/product/RtPfrH/intel-cpu-bx80646g3220,2,3,,Haswell,54,Intel HD Graphics,LGA1151
Intel Pentium Gold G5400T,79.95,https://pcpartpicker.com/product/jfF48d/intel-pentium-gold-g5400t-31ghz-dual-core-oemtray-processor-cm8068403360212,2,3.1,,Coffee Lake,35,Intel UHD Graphics 610,LGA1366
Intel Core i7-930,144.94,https://pcpartpicker.com/product/qjMFf7/intel-cpu-bx80601930,4,2.8,,Nehalem,130,,FM2+
AMD A10-7860k,,https://pcpartpicker.com/product/dTnG3C/amd-cpu-ad786kybjcsbx,4,3.6,4,Steamroller,65,Radeon R7 (on-die),LGA1151
Intel Core i5-8500,,https://pcpartpicker.com/product/mYQG3C/intel-core-i5-8500-3ghz-6-core-oemtray-processor-cm8068403362607,6,3,4.1,Coffee Lake,65,Intel UHD Graphics 630,LGA2011
Intel Xeon E5-2650L,129.94,https://pcpartpicker.com/product/3BsKHx/intel-cpu-cm8062107185309,8,1.8,2.3,Sandy Bridge,70,,LGA775
Intel Pentium E2140,79.95,https://pcpartpicker.com/product/2d7wrH/intel-cpu-bx80557e2140,2,1.6,,Core,65,,LGA775
Intel Pentium E5400,,https://pcpartpicker.com/product/KjMFf7/intel-cpu-bx80571e5400,2,2.7,,Wolfdale,65,,LGA775
Intel Core 2 Extreme QX6700,,https://pcpartpicker.com/product/qCQypg/intel-cpu-bx80562qx6700,4,2.66,,Core,100,,LGA1150
Intel Xeon E3-1246 V3,,https://pcpartpicker.com/product/J9h9TW/intel-cpu-bx80646e31246v3,4,3.5,3.9,Haswell Refresh,84,Intel HD Graphics P4600,LGA1151
Intel Core i7-7700T,,https://pcpartpicker.com/product/GDX2FT/intel-core-i7-7700t-29ghz-quad-core-processor-bx80677i77700t,4,2.9,3.8,Kaby Lake,35,Intel HD Graphics 630,LGA1151
Intel Core i3-9100T,,https://pcpartpicker.com/product/HzK2FT/intel-core-i3-9100t-31-ghz-quad-core-oemtray-processor-cm8068403377425,4,3.1,3.7,Coffee Lake Refresh,35,Intel UHD Graphics 630,LGA1151
Intel Xeon E-2286G,809.95,https://pcpartpicker.com/product/D2848d/intel-xeon-e-2286g-4-thz-6-core-oemtray-processor-cm8068404173706,6,4,4.9,Coffee Lake Refresh,95,Intel HD Graphics P630,LGA775
Intel Core 2 Duo E7400,,https://pcpartpicker.com/product/cwbp99/intel-cpu-bx80571e7400,2,2.8,,Wolfdale,65,,AM3
AMD Athlon II X2 250,,https://pcpartpicker.com/product/D3phP6/amd-cpu-adx250ocgmbox,2,3,,K10,65,,FM2
AMD A8-5500,,https://pcpartpicker.com/product/wYkD4D/amd-cpu-ad5500okhjbox,4,3.2,,Piledriver,65,Radeon HD 7560D,AM3+
AMD FX-8350,,https://pcpartpicker.com/product/WGPzK8/amd-fx-8350-40ghz-8-core-processor-fd8350frhkhbx,8,4,,Piledriver,125,,LGA1151
Intel Core i5-8600T,,https://pcpartpicker.com/product/8Lw7YJ/intel-core-i5-8600t-23ghz-6-core-oemtray-processor-cm8068403358708,6,2.3,3.7,Coffee Lake,35,Intel UHD Graphics 630,sTR4
AMD Threadripper 2990WX,,https://pcpartpicker.com/product/pDF48d/amd-threadripper-2990wx-3ghz-32-core-oemtray-processor-yd299xazuihaf,32,3,4.2,Zen+,250,,LGA1151
Intel Core i9-9900T,,https://pcpartpicker.com/product/GqqBD3/intel-core-i9-9900t-21-ghz-8-core-oemtray-processor-cm8068403874122,8,2.1,4.4,Coffee Lake Refresh,35,Intel UHD Graphics 630,LGA2011-3
Intel Xeon E5-2643 V3,229.95,https://pcpartpicker.com/product/h8Trxr/intel-xeon-e5-2643-v3-34-ghz-6-core-oemtray-processor-cm8064401724501,6,3.4,3.7,Haswell,135,,LGA775
Intel Core 2 Extreme QX9650,148.01,https://pcpartpicker.com/product/VjMFf7/intel-cpu-bx80569qx9650,4,3,,Yorkfield,130,,LGA1155
Intel Pentium G630,37.49,https://pcpartpicker.com/product/sF2kcf/intel-cpu-bx80623g630,2,2.7,,Sandy Bridge,65,Intel HD Graphics,LGA1155
Intel Core i3-3210,70,https://pcpartpicker.com/product/dR7wrH/intel-cpu-bx80637i33210,2,3.2,,Ivy Bridge,55,Intel HD Graphics 2500,LGA2011
