name,price,href,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair Vengeance RGB RT 16 GB,66.99,https://pcpartpicker.com/product/wPvdnQ/corsair-vengeance-rgb-rt-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-cmn16gx4m2z3600c16,"4,3600","2,8",4.187,Black,8.889,16
Kingston FURY Beast RGB 32 GB,104.1,https://pcpartpicker.com/product/yyPQzy/kingston-fury-beast-rgb-32-gb-1-x-32-gb-ddr5-5200-cl40-memory-kf552c40bba-32,"5,5200","1,32",3.253,Black,15.385,40
Patriot Viper Venom RGB 64 GB,172.99,https://pcpartpicker.com/product/jxkH99/patriot-viper-venom-rgb-64-gb-2-x-32-gb-ddr5-5600-cl40-memory-pvvr564g560c40k,"5,5600","2,32",2.703,Black / White,14.286,40
Crucial Ballistix 64 GB,,https://pcpartpicker.com/product/7ZWBD3/crucial-ballistix-64-gb-2-x-32-gb-ddr4-3600-cl16-memory-bl2k32g36c16u4b,"4,3600","2,32",,Black,8.889,16
Klevv CRAS XR5 RGB 32 GB,,https://pcpartpicker.com/product/D4P8TW/klevv-cras-xr5-rgb-32-gb-2-x-16-gb-ddr5-6200-cl40-memory-kd5agua80-62e400s,"5,6200","2,16",,White / Black,12.903,40
Corsair Vengeance 32 GB,,https://pcpartpicker.com/product/rQkD4D/corsair-memory-cmz32gx3m4a2133c10,"3,2133","4,8",,Black / Silver,9.376,10
Corsair Dominator Platinum 8 GB,,https://pcpartpicker.com/product/by4NnQ/corsair-dominator-platinum-8-gb-2-x-4-gb-ddr3-3200-cl13-memory-cmd8gx3m2a3200c13,"3,3200","2,4",,Black / Silver,8.125,13
TEAMGROUP T-Force Vulcan Z 16 GB,,https://pcpartpicker.com/product/6wGxFT/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3000-memory-tlzgd416g3000hc16cdc01,"4,3000","2,8",,Silver / Black,10.667,16
Kingston HyperX Fury RGB 8 GB,,https://pcpartpicker.com/product/ZxcRsY/kingston-hyperx-fury-rgb-8-gb-1-x-8-gb-ddr4-3200-memory-hx432c16fb3a8,"4,3200","1,8",,Black,10,16
ADATA XPG GAMMIX D30 16 GB,,https://pcpartpicker.com/product/hQPgXL/adata-xpg-gammix-d30-16-gb-2-x-8-gb-ddr4-3000-memory-ax4u300038g16a-dr30,"4,3000","2,8",,Silver / Red,10.667,16
Crucial Ballistix 16 GB,,https://pcpartpicker.com/product/njvqqs/crucial-ballistix-16-gb-2-x-8-gb-ddr4-3600-memory-bl2k8g36c16u4w,"4,3600","2,8",,White,8.889,16
Thermaltake TOUGHRAM XG RGB D5 32 GB,164.98,https://pcpartpicker.com/product/rZwmP6/thermaltake-toughram-xg-rgb-d5-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-rg34d516gx2-5600c36b,"5,5600","2,16",5.156,White / Silver,12.857,36
G.Skill Ripjaws 64 GB,106.99,https://pcpartpicker.com/product/6xsV3C/gskill-ripjaws-64-gb-2-x-32-gb-ddr4-3200-sodimm-cl22-memory-f4-3200c22d-64grs,"4,3200","2,32",1.672,Blue / Black,13.75,22
G.Skill Trident Z Royal 32 GB,126.66,https://pcpartpicker.com/product/rrMTwP/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtrsc,"4,3600","2,16",3.958,Silver,8.889,16
Kingston FURY Renegade 64 GB,219.99,https://pcpartpicker.com/product/jJpQzy/kingston-fury-renegade-64-gb-2-x-32-gb-ddr5-6000-cl32-memory-kf560c32rsak2-64,"5,6000","2,32",3.437,Silver / Black,10.667,32
OLOy WarHawk RGB 16 GB,40.99,https://pcpartpicker.com/product/qQzFf7/oloy-warhawk-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-md4u083618beda,"4,3600","2,8",2.562,Black / White,10,18
G.Skill Trident Z Royal 64 GB,,https://pcpartpicker.com/product/rJLwrH/gskill-trident-z-royal-64-gb-2-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18d-64gtrs,"4,4000","2,32",,Silver,9,18
TEAMGROUP Xtreem 48 GB,244.99,https://pcpartpicker.com/product/VFkH99/teamgroup-xtreem-48-gb-2-x-24-gb-ddr5-7600-cl36-memory-ffxd548g7600hc36edc01,"5,7600","2,24",5.104,Black,9.474,36
Kingston FURY Beast 16 GB,39.82,https://pcpartpicker.com/product/knRYcf/kingston-fury-beast-16-gb-1-x-16-gb-ddr4-2666-cl16-memory-kf426c16bb16,"4,2666","1,16",2.489,Black,12.003,16
Kingston Fury Renegade RGB 16 GB,69.99,https://pcpartpicker.com/product/GNM48d/kingston-fury-renegade-rgb-16-gb-1-x-16-gb-ddr5-6000-cl32-memory-kf560c32rsa-16,"5,6000","1,16",4.374,Silver / Black,10.667,32
ADATA XPG SPECTRIX D41 8 GB,,https://pcpartpicker.com/product/Dhx2FT/adata-xpg-spectrix-d41-8gb-1-x-8gb-ddr4-3000-memory-ax4u300038g16-sb41,"4,3000","1,8",,Black / White,10.667,16
TEAMGROUP T-Force Vulcan Z 16 GB,,https://pcpartpicker.com/product/6yPQzy/team-t-force-vulcan-z-16-gb-2-x-8-gb-ddr4-3600-cl14-memory-tlzgd416g3600hc14cdc01,"4,3600","2,8",,Gray,7.778,14
TEAMGROUP T-Force Delta RGB 8 GB,,https://pcpartpicker.com/product/JTcG3C/team-t-force-delta-rgb-8-gb-1-x-8-gb-ddr4-3200-cl16-memory-tf3d48g3200hc16f01,"4,3200","1,8",,Black,10,16
Mushkin Redline 64 GB,134.99,https://pcpartpicker.com/product/xq26Mp/mushkin-redline-64-gb-2-x-32-gb-ddr5-4800-sodimm-cl40-memory-mra5s480fffd32gx2,"5,4800","2,32",2.109,Black,16.667,40
G.Skill Trident Z5 RGB 32 GB,114.99,https://pcpartpicker.com/product/v82WGX/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-f5-6000j3238f16gx2-tz5rs,"5,6000","2,16",3.593,White / Black,10.667,32
Corsair Vengeance LPX 64 GB,126.99,https://pcpartpicker.com/product/VZc48d/corsair-vengeance-lpx-64gb-4-x-16gb-ddr4-2133-memory-cmk64gx4m4a2133c13r,"4,2133","4,16",1.984,Red / Black,12.189,13
G.Skill Flare X5 64 GB,179.98,https://pcpartpicker.com/product/vHwypg/gskill-flare-x5-64-gb-2-x-32-gb-ddr5-5200-cl36-memory-f5-5200j3636d32gx2-fx5,"5,5200","2,32",2.812,Black / White,13.846,36
OLOy Blade RGB 32 GB,99.99,https://pcpartpicker.com/product/XstLrH/oloy-blade-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-nd5u1660366brkda,"5,6000","2,16",3.125,Black,12,36
Corsair Vengeance RGB 64 GB,227.99,https://pcpartpicker.com/product/nk4Ycf/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6000-cl40-memory-cmh64gx5m2b6000c40,"5,6000","2,32",3.562,Black,13.333,40
G.Skill Trident Z5 RGB 64 GB,204.99,https://pcpartpicker.com/product/ZD92FT/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl32-memory-f5-6000j3238g32gx2-tz5rk,"5,6000","2,32",3.203,Black,10.667,32
Corsair Vengeance RGB Pro SL 32 GB,85.99,https://pcpartpicker.com/product/WXmFf7/corsair-vengeance-rgb-pro-sl-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-cmh32gx4m2z3200c16,"4,3200","2,16",2.687,Black,10,16
G.Skill Ripjaws V 32 GB,69.99,https://pcpartpicker.com/product/MN8bt6/gskill-ripjaws-v-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-f4-3200c16d-32gvr,"4,3200","2,16",2.187,Red,10,16
Crucial CT102464BA160B 8 GB,19,https://pcpartpicker.com/product/nF7wrH/crucial-memory-ct102464ba160b,"3,1600","1,8",2.375,Green,13.75,11
Corsair Vengeance RGB RS 16 GB,42.99,https://pcpartpicker.com/product/DYxRsY/corsair-vengeance-rgb-rs-16-gb-1-x-16-gb-ddr4-3600-cl18-memory-cmg16gx4m1d3600c18,"4,3600","1,16",2.687,Black,10,18
Corsair Vengeance RGB 32 GB,,https://pcpartpicker.com/product/qFVmP6/corsair-vengeance-rgb-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-cmh32gx5m2b5600c36,"5,5600","2,16",,Black,12.857,36
G.Skill Trident Z RGB 256 GB,979,https://pcpartpicker.com/product/2LYQzy/gskill-trident-z-rgb-256-gb-8-x-32-gb-ddr4-2666-memory-f4-2666c18q2-256gtzr,"4,2666","8,32",3.824,Black,13.503,18
Corsair Vengeance LPX 32 GB,,https://pcpartpicker.com/product/Ckw7YJ/corsair-vengeance-lpx-32gb-4-x-8gb-ddr4-3000-memory-cmk32gx4m4d3000c16,"4,3000","4,8",,Black,10.667,16
G.Skill Ripjaws V 32 GB,,https://pcpartpicker.com/product/mmgQzy/gskill-ripjaws-v-32-gb-4-x-8-gb-ddr4-3600-memory-f4-3600c16q-32gvkc,"4,3600","4,8",,Black,8.889,16
G.Skill Trident Z RGB 32 GB,,https://pcpartpicker.com/product/NmDkcf/gskill-trident-z-rgb-32-gb-4-x-8-gb-ddr4-3600-memory-f4-3600c18q-32gtzr,"4,3600","4,8",,Black,10,18
ADATA XPG GAMMIX D20 32 GB,,https://pcpartpicker.com/product/cGC48d/adata-xpg-gammix-d20-32-gb-2-x-16-gb-ddr4-3200-cl16-memory-ax4u320016g16a-dcbk20,"4,3200","2,16",,Black / Silver,10,16
G.Skill Trident Z Neo 64 GB,129.99,https://pcpartpicker.com/product/BRn8TW/gskill-trident-z-neo-64-gb-2-x-32-gb-ddr4-3200-cl16-memory-f4-3200c16d-64gtzn,"4,3200","2,32",2.031,Black / Silver,10,16
Corsair Vengeance RGB Pro SL 16 GB,66.98,https://pcpartpicker.com/product/rpRYcf/corsair-vengeance-rgb-pro-sl-16-gb-2-x-8-gb-ddr4-3600-cl16-memory-cmh16gx4m2z3600c16,"4,3600","2,8",4.186,Black,8.889,16
Corsair Vengeance RGB Pro SL 64 GB,139.99,https://pcpartpicker.com/product/kPddnQ/corsair-vengeance-rgb-pro-sl-64-gb-2-x-32-gb-ddr4-3600-cl18-memory-cmh64gx4m2d3600c18,"4,3600","2,32",2.187,Black,10,18
Patriot Viper Elite II 32 GB,52.99,https://pcpartpicker.com/product/7qddnQ/patriot-viper-elite-ii-32-gb-2-x-16-gb-ddr4-3200-cl18-memory-pve2432g320c8k,"4,3200","2,16",1.656,Red / Black,11.25,18
Kingston FURY Beast 32 GB,71.98,https://pcpartpicker.com/product/vkbTwP/kingston-fury-beast-32-gb-2-x-16-gb-ddr4-2666-cl16-memory-kf426c16bbk232,"4,2666","2,16",2.249,Black,12.003,16
Kingston FURY Beast RGB 16 GB,49.99,https://pcpartpicker.com/product/cbxRsY/kingston-fury-beast-rgb-16-gb-2-x-8-gb-ddr4-3600-cl17-memory-kf436c17bbak216,"4,3600","2,8",3.124,Black,9.444,17
Corsair ValueSelect 16 GB,35.99,https://pcpartpicker.com/product/gkX2FT/corsair-memory-cmv16gx4m1a2133c15,"4,2133","1,16",2.249,Black,14.065,15
Crucial CT2K16G4DFRA266 32 GB,79.98,https://pcpartpicker.com/product/tHXYcf/crucial-ct2k16g4dfra266-32-gb-2-x-16-gb-ddr4-2666-cl19-memory-ct2k16g4dfra266,"4,2666","2,16",2.499,Green,14.254,19
Kingston KVR16N11S8/4 4 GB,14.99,https://pcpartpicker.com/product/RCTmP6/kingston-memory-kvr16n11s84,"3,1600","1,4",3.748,Green,13.75,11
Corsair Vengeance LPX 32 GB,,https://pcpartpicker.com/product/tytKHx/corsair-vengeance-lpx-32-gb-2-x-16-gb-ddr4-3600-memory-cmk32gx4m2k3600c16,"4,3600","2,16",,Black / Yellow,8.889,16
Kingston KVR1333D3N9K4/16G 16 GB,,https://pcpartpicker.com/product/wqvRsY/kingston-memory-kvr1333d3n9k416g,"3,1333","4,4",,Green,13.503,9
ADATA XPG SPECTRIX D41 16 GB,,https://pcpartpicker.com/product/krPKHx/adata-xpg-spectrix-d41-16gb-2-x-8gb-ddr4-3000-memory-ax4u300038g16-dt41,"4,3000","2,8",,Black,10.667,16
HP V2 8 GB,,https://pcpartpicker.com/product/pHXJ7P/hp-v2-8-gb-1-x-8-gb-ddr4-3000-cl16-memory-18x13aaabc,"4,3000","1,8",,Black,10.667,16
Klevv CRAS XR5 RGB 32 GB,,https://pcpartpicker.com/product/ypDQzy/klevv-cras-xr5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl32-memory-kd5agua80-60a320s,"5,6000","2,16",,White / Black,10.667,32
Acer Predator Hermes RGB 32 GB,,https://pcpartpicker.com/product/GwQKHx/acer-predator-hermes-rgb-32-gb-2-x-16-gb-ddr5-8200-cl36-memory-bl9bwwr414,"5,8200","2,16",,White,8.78,36
G.Skill Ripjaws V 32 GB,62.99,https://pcpartpicker.com/product/8K38TW/gskill-memory-f42666c15d32gvr,"4,2666","2,16",1.968,Red,11.253,15
Crucial CT2K8G56C46S5 16 GB,46.99,https://pcpartpicker.com/product/m6bRsY/crucial-ct2k8g56c46s5-16-gb-2-x-8-gb-ddr5-5600-sodimm-cl46-memory-ct2k8g56c46s5,"5,5600","2,8",2.937,Black,16.429,46
V-Color Prism Pro 32 GB,59.99,https://pcpartpicker.com/product/RPC48d/v-color-prism-pro-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-tl1636818a-e6prkwk,"4,3600","2,16",1.875,Black,10,18
TEAMGROUP T-Force Delta RGB 64 GB,174.99,https://pcpartpicker.com/product/8CmNnQ/teamgroup-t-force-delta-rgb-64-gb-2-x-32-gb-ddr5-5600-cl36-memory-ff4d564g5600hc36bdc01,"5,5600","2,32",2.734,White / Silver,12.857,36
G.Skill Ripjaws S5 32 GB,99.99,https://pcpartpicker.com/product/CYD7YJ/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5600-cl36-memory-f5-5600j3636c16gx2-rs5k,"5,5600","2,16",3.125,Black,12.857,36
G.Skill Aegis 16 GB,32.32,https://pcpartpicker.com/product/7nZFf7/gskill-aegis-16-gb-2-x-8-gb-ddr4-2400-cl17-memory-f4-2400c17d-16gis,"4,2400","2,8",2.02,Black / Red,14.167,17
TEAMGROUP T-Force Xtreem ARGB 16 GB,85,https://pcpartpicker.com/product/dGbCmG/team-t-force-xtreem-argb-16-gb-2-x-8-gb-ddr4-4000-memory-tf10d416g4000hc18jdc01,"4,4000","2,8",5.312,Black,9,18
Kingston FURY Beast RGB 16 GB,59.99,https://pcpartpicker.com/product/NW2WGX/kingston-fury-beast-rgb-16-gb-1-x-16-gb-ddr4-3600-cl18-memory-kf436c18bba16,"4,3600","1,16",3.749,Black,10,18
PNY XLR8 16 GB,,https://pcpartpicker.com/product/YJ7G3C/pny-xlr8-16-gb-2-x-8-gb-ddr4-2666-cl16-memory-md16gk2d4266616xr,"4,2666","2,8",,Black / Red,12.003,16
G.Skill Trident Z5 RGB 32 GB,,https://pcpartpicker.com/product/3brRsY/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-f5-6000u3636e16gx2-tz5rk,"5,6000","2,16",,Black,12,36
G.Skill Trident Z5 RGB 64 GB,,https://pcpartpicker.com/product/QKt9TW/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-5600-cl28-memory-f5-5600j2834f32ga2-tz5rk,"5,5600","2,32",,Black,10,28
TEAMGROUP T-Force Dark Za 16 GB,,https://pcpartpicker.com/product/XKjBD3/teamgroup-t-force-dark-za-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tdzad416g3200hc16fdc01,"4,3200","2,8",,Black,10,16
Silicon Power SP004GBLFU266X02 4 GB,,https://pcpartpicker.com/product/VhC48d/silicon-power-sp004gblfu266x02-4-gb-1-x-4-gb-ddr4-2666-cl19-memory-sp004gblfu266x02,"4,2666","1,4",,,14.254,19
G.Skill Trident Z5 RGB 64 GB,204.99,https://pcpartpicker.com/product/VfTp99/gskill-trident-z5-rgb-64-gb-2-x-32-gb-ddr5-6000-cl30-memory-f5-6000j3040g32ga2-tz5rk,"5,6000","2,32",3.203,Black,10,30
Patriot Viper 3 16 GB,24.99,https://pcpartpicker.com/product/kFjG3C/patriot-memory-pv316g160c0k,"3,1600","2,8",1.562,Black / Silver,12.5,10
Corsair Dominator Platinum RGB 32 GB,137.99,https://pcpartpicker.com/product/yqrRsY/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr4-4000-cl18-memory-cmt32gx4m2g4000c18,"4,4000","2,16",4.312,Black,9,18
G.Skill Trident Z5 RGB 48 GB,184.99,https://pcpartpicker.com/product/zpKscf/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-6800-cl34-memory-f5-6800j3446f24gx2-tz5rk,"5,6800","2,24",3.854,Black,10,34
G.Skill Trident Z Neo 16 GB,54.99,https://pcpartpicker.com/product/V29tt6/gskill-trident-z-neo-16-gb-2-x-8-gb-ddr4-3200-memory-f4-3200c16d-16gtzn,"4,3200","2,8",3.437,Silver / Black,10,16
Kingston FURY Renegade 32 GB,129.99,https://pcpartpicker.com/product/jRP8TW/kingston-fury-renegade-32-gb-1-x-32-gb-ddr5-6400-cl32-memory-kf564c32rw-32,"5,6400","1,32",4.062,Silver / White,10,32
Crucial CT8G4DFS832A 8 GB,25.7,https://pcpartpicker.com/product/487v6h/crucial-8-gb-1-x-8-gb-ddr4-3200-memory-ct8g4dfs832a,"4,3200","1,8",3.212,Green / Black,13.75,22
G.Skill Trident Z Neo 32 GB,,https://pcpartpicker.com/product/gqkgXL/gskill-trident-z-neo-32-gb-2-x-16-gb-ddr4-3600-cl16-memory-f4-3600c16d-32gtzn,"4,3600","2,16",,Black / Silver,8.889,16
G.Skill Trident Z5 RGB 32 GB,,https://pcpartpicker.com/product/KZH7YJ/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-6000-cl40-memory-f5-6000u4040e16gx2-tz5rk,"5,6000","2,16",,Black,13.333,40
GeIL Orion AMD Edition 16 GB,34.99,https://pcpartpicker.com/product/cR3gXL/geil-orion-amd-edition-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-gaog416gb3600c18bdc,"4,3600","2,8",2.187,Gray,10,18
Kingston FURY Beast 16 GB,53.47,https://pcpartpicker.com/product/T7NxFT/kingston-fury-beast-16-gb-2-x-8-gb-ddr4-3733-cl19-memory-kf437c19bbk216,"4,3733","2,8",3.342,Black,10.179,19
Silicon Power SP008GBLFU320X02 8 GB,35.77,https://pcpartpicker.com/product/NRD7YJ/silicon-power-sp008gblfu320x02-8-gb-1-x-8-gb-ddr4-3200-cl22-memory-sp008gblfu320x02,"4,3200","1,8",4.471,,13.75,22
Kingston ValueRAM 1 GB,12.92,https://pcpartpicker.com/product/wt2kcf/kingston-memory-kvr1333d3n91g,"3,1333","1,1",12.92,Green,13.503,9
Corsair Vengeance Pro 32 GB,,https://pcpartpicker.com/product/tGyFf7/corsair-memory-cmy32gx3m4a1600c9r,"3,1600","4,8",,Black / Red,11.25,9
Crucial Ballistix Sport 8 GB,,https://pcpartpicker.com/product/xwrcCJ/crucial-memory-bls2kit4g3d1609ds1s0,"3,1600","2,4",,Black / Silver,11.25,9
Crucial Ballistix Sport LT 32 GB,,https://pcpartpicker.com/product/tJKcCJ/crucial-ballistix-sport-lt-32-gb-2-x-16-gb-ddr4-3200-memory-bls2k16g4d32aesb,"4,3200","2,16",,Silver / Black,10,16
TEAMGROUP Team T-Force Night Hawk RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model TF1D416G3600HC18JDC01 16 GB,,https://pcpartpicker.com/product/3q9tt6/team-t-force-night-hawk-rgb-16-gb-2-x-8-gb-ddr4-3600-memory-tf1d416g3600hc18jdc01,"4,3600","2,8",,Black,10,18
G.Skill Trident Z RGB 128 GB,,https://pcpartpicker.com/product/cgGnTW/gskill-trident-z-rgb-128-gb-4-x-32-gb-ddr4-4000-cl18-memory-f4-4000c18q-128gtzr,"4,4000","4,32",,Black,9,18
Silicon Power GAMING 32 GB,,https://pcpartpicker.com/product/TsH8TW/silicon-power-gaming-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-sp032gxlzu360bdaad,"4,3600","2,16",,Red / Black,10,18
G.Skill Trident Z Royal 64 GB,,https://pcpartpicker.com/product/8rmmP6/gskill-trident-z-royal-64-gb-2-x-32-gb-ddr4-4600-cl20-memory-f4-4600c20d-64gtrs,"4,4600","2,32",,Silver,8.696,20
Samsung M393B1G70BH0-CK0 8 GB,25.99,https://pcpartpicker.com/product/NjsV3C/samsung-m393b1g70bh0-ck0-8-gb-1-x-8-gb-registered-ddr3-1600-cl11-memory-m393b1g70bh0-ck0,"3,1600","1,8",3.249,Green,13.75,11
Kingston FURY Beast RGB 64 GB,179.99,https://pcpartpicker.com/product/pNhFf7/kingston-fury-beast-rgb-64-gb-2-x-32-gb-ddr5-4800-cl38-memory-kf548c38bbak2-64,"5,4800","2,32",2.812,Black,15.833,38
G.Skill Value 16 GB,32.36,https://pcpartpicker.com/product/fvXfrH/gskill-memory-f31600c11d16gnt,"3,1600","2,8",2.022,Black,13.75,11
Kingston FURY Renegade 32 GB,194.99,https://pcpartpicker.com/product/VYcgXL/kingston-fury-renegade-32-gb-2-x-16-gb-ddr5-7200-cl38-memory-kf572c38rsk2-32,"5,7200","2,16",6.093,Silver / Black,10.556,38
Corsair Dominator Platinum RGB 16 GB,74.98,https://pcpartpicker.com/product/6GzFf7/corsair-dominator-platinum-rgb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-cmt16gx4m2c3200c16w,"4,3200","2,8",4.686,White,10,16
G.Skill Ripjaws S5 32 GB,99.99,https://pcpartpicker.com/product/WhzhP6/gskill-ripjaws-s5-32-gb-2-x-16-gb-ddr5-5200-cl36-memory-f5-5200j3636c16gx2-rs5w,"5,5200","2,16",3.125,White,13.846,36
G.Skill NS 4 GB,17.85,https://pcpartpicker.com/product/Lw2kcf/gskill-memory-f310600cl9d4gbns,"3,1333","2,2",4.463,Green,13.503,9
Crucial CT32G4RFD4266 32 GB,58.99,https://pcpartpicker.com/product/VHWfrH/crucial-32gb-1-x-32gb-registered-ddr4-2666-memory-ct32g4rfd4266,"4,2666","1,32",1.843,Green / Black,14.254,19
Corsair Dominator Platinum RGB 32 GB,243.41,https://pcpartpicker.com/product/hpNxFT/corsair-dominator-platinum-rgb-32-gb-2-x-16-gb-ddr5-5200-cl38-memory-cmt32gx5m2b5200c38,"5,5200","2,16",7.607,Black,14.615,38
Corsair Vengeance RGB 64 GB,229.99,https://pcpartpicker.com/product/wvqrxr/corsair-vengeance-rgb-64-gb-2-x-32-gb-ddr5-6200-cl32-memory-cmh64gx5m2b6200c32,"5,6200","2,32",3.594,Black / Silver,10.323,32
Corsair Vengeance RGB Pro 64 GB,,https://pcpartpicker.com/product/qmyqqs/corsair-vengeance-rgb-pro-64-gb-2-x-32-gb-ddr4-4000-cl18-memory-cmw64gx4m2k4000c18,"4,4000","2,32",,Black,9,18
G.Skill Trident Z5 RGB 48 GB,159.99,https://pcpartpicker.com/product/cN6NnQ/gskill-trident-z5-rgb-48-gb-2-x-24-gb-ddr5-6000-cl40-memory-f5-6000j4048f24gx2-tz5rk,"5,6000","2,24",3.333,Black,13.333,40
Kingston ValueRAM 16 GB,32.64,https://pcpartpicker.com/product/tz2bt6/kingston-valueram-16-gb-1-x-16-gb-ddr4-3200-cl22-memory-kvr32n22s816,"4,3200","1,16",2.04,,13.75,22
Kingston FURY Renegade Pro 128 GB,697.46,https://pcpartpicker.com/product/3jV2FT/kingston-fury-renegade-pro-128-gb-4-x-32-gb-registered-ddr5-5600-cl28-memory-kf556r28rbe2k4-128,"5,5600","4,32",5.449,Black,10,28
Wintec Value 8 GB,,https://pcpartpicker.com/product/Mfbp99/wintec-memory-3vt8005u98gk,"2,800","2,4",,Green,15,6
Kingston HyperX Fury 32 GB,,https://pcpartpicker.com/product/ZRGj4D/kingston-memory-hx424c15fbk432,"4,2400","4,8",,Black / Silver,12.5,15
GeIL Dragon RAM 8 GB,,https://pcpartpicker.com/product/Q3tWGX/geil-memory-gww48gb3333c16dc,"4,3333","2,4",,White / Gold,9.601,16
Crucial Ballistix Sport LT 16 GB,,https://pcpartpicker.com/product/FH2rxr/crucial-memory-bls2k8g4d240fsc,"4,2400","2,8",,White,13.333,16
ADATA XPG GAMMIX D10 16 GB,,https://pcpartpicker.com/product/HF3H99/adata-xpg-gammix-d10-16gb-2-x-8gb-ddr4-3200-memory-ax4u320038g16-db10,"4,3200","2,8",,Black / White,10,16
GeIL EVO POTENZA 16 GB,,https://pcpartpicker.com/product/GmrYcf/geil-evo-potenza-16-gb-2-x-8-gb-ddr4-3200-memory-gapb416gb3200c16adc,"4,3200","2,8",,Black,10,16
Crucial Ballistix RGB 32 GB,,https://pcpartpicker.com/product/FxTzK8/crucial-ballistix-rgb-32-gb-2-x-16-gb-ddr4-3600-memory-bl2k16g36c16u4wl,"4,3600","2,16",,White,8.889,16
Crucial Ballistix MAX 32 GB,,https://pcpartpicker.com/product/jLpmP6/crucial-ballistix-max-32-gb-2-x-16-gb-ddr4-4400-memory-blm2k16g44c19u4b,"4,4400","2,16",,Black,8.636,19
ADATA XPG LANCER RGB 16 GB,,https://pcpartpicker.com/product/VKGhP6/adata-xpg-lancer-rgb-16-gb-1-x-16-gb-ddr5-5600-cl36-memory-ax5u5600c3616g-clarbk,"5,5600","1,16",,Black,12.857,36
KingBank SharpBlade 32 GB,,https://pcpartpicker.com/product/47jRsY/kingbank-sharpblade-32-gb-2-x-16-gb-ddr5-6000-cl36-memory-brsbddr516g6000x2,"5,6000","2,16",,Black,12,36
G.Skill Trident Z Royal 32 GB,131.13,https://pcpartpicker.com/product/xcxbt6/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3600-memory-f4-3600c16d-32gtrgc,"4,3600","2,16",4.098,Gold,8.889,16
Corsair Vengeance RGB Pro SL 32 GB,105.99,https://pcpartpicker.com/product/jc6qqs/corsair-vengeance-rgb-pro-sl-32-gb-4-x-8-gb-ddr4-3200-cl16-memory-cmh32gx4m4e3200c16,"4,3200","4,8",3.312,Black,10,16
TEAMGROUP T-Force Xtreem ARGB 16 GB,64.26,https://pcpartpicker.com/product/DJRYcf/team-t-force-xtreem-argb-16-gb-2-x-8-gb-ddr4-3200-cl16-memory-tf13d416g3200hc16cdc01,"4,3200","2,8",4.016,White,10,16
G.Skill Trident Z5 RGB 32 GB,110.98,https://pcpartpicker.com/product/9Qstt6/gskill-trident-z5-rgb-32-gb-2-x-16-gb-ddr5-5200-cl36-memory-f5-5200j3636c16gx2-tz5rs,"5,5200","2,16",3.468,White / Black,13.846,36
Kingston FURY Beast 32 GB,130.72,https://pcpartpicker.com/product/hBV2FT/kingston-fury-beast-32-gb-1-x-32-gb-ddr5-6000-cl30-memory-kf560c30bw-32,"5,6000","1,32",4.085,White,10,30
ADATA XPG LANCER RGB 32 GB,,https://pcpartpicker.com/product/C9zhP6/adata-xpg-lancer-rgb-32-gb-2-x-16-gb-ddr5-5200-cl38-memory-ax5u5200c3816g-dclarwh,"5,5200","2,16",,White,14.615,38
Crucial CT16G4WFD8213 16 GB,64.97,https://pcpartpicker.com/product/rVWrxr/crucial-16gb-1-x-16gb-ddr4-2133-memory-ct16g4wfd8213,"4,2133","1,16",4.061,Green,14.065,15
G.Skill Flare X 128 GB,265.12,https://pcpartpicker.com/product/fvZFf7/gskill-flare-x-128gb-8-x-16gb-ddr4-2400-memory-f4-2400c15q2-128gfx,"4,2400","8,16",2.071,Black,12.5,15
